ratings;displayName;brand.displayName
{'average': 4.8, 'total': 0};28 Coffee, Taman Siswa;28 Coffee
{'average': 4.6, 'total': 0};Sebelas Coffee, Tamansiswa;Sebelas Coffee Crafter
{'average': 4.7, 'total': 0};Nasi Goreng Dan Bakmi Warung Makan Pak Moko, Iromejan;Nasi Goreng Dan Bakmi Warung Makan Pak Moko
{'average': 4.7, 'total': 0};Burgerax Tamsis By Prawirotaman, Mergangsan;Burgerax, Prawirotaman
{'average': 4.7, 'total': 0};Mixue Sutoyo;Mixue Maranatha Surya Sumantri
{'average': 4.6, 'total': 0};Ayam Goreng Hj Toyib, Taman Siswa;Ayam Goreng Hj Toyib
{'average': 4.3, 'total': 0};Dopio Donuts & Coffee, Tamansiswa;Dopio, Mergangsan
{'average': 4.6, 'total': 0};Padang Murah, Jl. Kol Sugiyono 36 Yogya,;Padang Murah, Jl. Kol Sugiyono 36 Yogya,, Muh Amiruddin
{'average': 4.8, 'total': 0};Bebek Goreng H. Slamet, Kolonel Sugiyono;Bebek Goreng H.Slamet Jogja
{'average': 4.7, 'total': 0};Sate Taichan Senayan, Kolonel Sugiyono;Sate Taichan Senayan Yogyakarta
{'average': 4.7, 'total': 0};RM Padang Simpang Raya, Wirobrajan;RM Simpang Raya, YK
{'average': 4.6, 'total': 0};Babi Manja, Bangunrejo;Sop Manja, Bangunrejo
{'average': 4.7, 'total': 0};Choky Spaghetti Steak, Sugiyono;Choky Factory
{'average': 4.5, 'total': 0};Lotek & Gado-Gado Bu Bagyo, Kusumanegara;Lotek & Gado - Gado Bu Bagyo
{'average': 4.7, 'total': 0};Waroeng Sambal Lamongan, Mayjend Sutoyo;Lesehan Aldan Migrate
{'average': 4.8, 'total': 0};Katering Diet RS Panti Rapih, Gondokusuman;Katering Diet RS Panti Rapih
{'average': 4.7, 'total': 0};Bakso Balungan Pak Granat, Kolonel Sugiyono;Bakso Balungan Pak Granat
{'average': 4.7, 'total': 0};Ayam Bakar & Kremes TIGA SAUDARA;Ayam Bakar & Kremes TIGA SAUDARA, Tomy Bramanto
{'average': 4.6, 'total': 0};Nasi Bebek Madura Bumbu Hitam Alif;Nasi Bebek Madura Bumbu Hitam Alif, KRISTIANTO
{'average': 4.6, 'total': 0};Baso Aci Ena, Taman Siswa;Baso Aci Ena
{'average': 4.3, 'total': 0};Amanda Brownies, Taman Siswa;Amanda Brownies General
{'average': 4.8, 'total': 0};Yangti Spaghetti Mac 'N Cheese Teratai, Umbulharjo;Yangti Mac and Cheese Teratai
{'average': 4.4, 'total': 0};Bakpia Bakery Kenes, Kusumanegara;Kenes Resto dan Kenes Bakery
{'average': 4.7, 'total': 0};Ayam Geprek Ungkep Limolas (Weny's), Selatan Polsek Mantrijeron;Weny's Catering, dr. Dika Rizkiardi
{'average': 4.7, 'total': 0};Nasi Pecel Bu Dwi Asli Madiun, Suryodiningratan;Nasi Pecel Bu Dwi Asli Madiun
{'average': 4.6, 'total': 0};Nasi Goreng Dan Seafood WAROENK B&J, Jl. Tohpati No.69 Pandeyan;Waroenk B&J 2, Iwan Suharmansyah
{'average': 4.7, 'total': 0};Tanoshii Sushi, Taman Siswa;Tanoshi Sushi
{'average': 4.7, 'total': 0};Olive Fried Chicken, Tamsis;Olive Fried Chicken
{'average': 4.8, 'total': 0};Olive Fried Chicken, Glagah 26;Olive Fried Chicken
{'average': 4.8, 'total': 0};Olive Fried Chicken, Glagah No 35;Olive Fried Chicken
{'average': 4.6, 'total': 0};Seblak Pasta, Taman Siswa;Seblak Pasta
{'average': 4.8, 'total': 0};Jus Ori Samirono;Jus Ori Samirono, Kurniawan Adhe Alvianto
{'average': 4.7, 'total': 0};Olive Fried Chicken, Mt Haryono;Olive Fried Chicken
{'average': 4.6, 'total': 0};Tahu Walik Om Ta Glagahsari, Glagahsari;Sambel Welut & Wader 67, Glagahsari
{'average': 4.7, 'total': 0};Richeese Factory, Parangtritis;Richeese Factory
{'average': 4.7, 'total': 0};Spesial Ayam Rempah Mas.Tanto, Pugeran;Spesial Ayam Rempah Mas Tanto Pugeran
{'average': 4.7, 'total': 0};Esque, Glagahsari;ESQUE
{'average': 4.8, 'total': 0};Kopi Titik Koma, Umbulharjo;Kopi Titik Koma
{'average': 4.6, 'total': 0};RM Padang Duta Andalas, Glagahsari;RM Padang Duta Andalas, Glagahsari, Prastiwi
{'average': 4.7, 'total': 0};Burjo Bagja, Jl. Prof. DR. Soepomo Sh No.3;Burjo Bagja, Jl. Prof. DR. Soepomo Sh No.3, Haris Mardiansyah
{'average': 4.7, 'total': 0};Ayam Geprek Krispy Mas Yayak, Prof. Dr. Soepomo Sh;Ayam Geprek Krispy Mas Yayak
{'average': 4.6, 'total': 0};Ayam Geprek Bu Rini 3, Umbulharjo;Ayam Geprek Bu Rini, Banguntapan
{'average': 4.4, 'total': 0};Morgans Kebab, Umbulharjo;MORGANS KEBAB, SETURAN, MUH. DAROJATUN KUNCORO SAKTI
{'average': 4.7, 'total': 0};"Jenang Gempol Dan Candil ""KUALI"" Homemade, Demakan";Jenang Gempol n Candil Home Made
{'average': 4.7, 'total': 0};Ls Lesehan Sambel Pak Ito Brilliant;Ls Lesehan Sambel Pak Ito Brilliant, Dwi Hartini
{'average': 4.7, 'total': 0};Haus!, Yogya Glagahsari;HAUS! GENERAL
{'average': 4.5, 'total': 0};Cheesecake Expert, Prawirotaman;Cheesecake Expert
{'average': 4.7, 'total': 0};Soto Pak Zaenal, Dr. Supomo;Soto Pak Zaenal
{'average': 4.7, 'total': 0};Cilok Gajahan, Janturan;Cilok Gajahan, Janturan, Kristina Widiyastuti
{'average': 4.5, 'total': 0};Tahu Walik QiTa, Umbulharjo;Tahu Walik QiTa
{'average': 4.8, 'total': 0};Mediterranea Restaurant by Kamil, Matrijeron;Mediterranea Restaurant by Kamil
{'average': 4.8, 'total': 0};Kedai Dibakari Spesial Ayam Bakar;Dibakari, Reza Sunarico Sakti SIKom
{'average': 4.6, 'total': 0};Warmindo Rajarasa29;Warmindo Rajarasa29, Yana Rosdiana
{'average': 4.8, 'total': 0};Pecel Pincuk Pedesedep, Cabang UNY;Pincuk Pedesedep
{'average': 4.5, 'total': 0};Pizza - Nanamia Pizzeria, Tirtodipuran;Nanamia Pizzeria
{'average': 4.7, 'total': 0};The Rock Burger, Melati Wetan;Kohi Soppu Jogja
{'average': 4.6, 'total': 0};Ayam Geprek & Sego Sambel Cumi Bu Indah, Pandeyan;Nasi Gila & Nasi Kulit, Pandeyan, Tri Rahmad Widoyoko
{'average': 4.7, 'total': 0};Mixue, Umbulharjo;Mixue Umbulharjo
{'average': 4.7, 'total': 0};Seafood 99, Pendeyan;Seafood 99 Yogyakarta
{'average': 4.6, 'total': 0};Richeese Factory, Lippo Mall Jogja;Richeese Factory
{'average': 4.9, 'total': 0};Kedai 57 Yk, Gang Sartono;Kedai 57 Yk
{'average': 4.7, 'total': 0};Warmindo Kiarra;Warmindo Kiarra, GENNEDY AMANU MULYADI
{'average': 4.4, 'total': 0};Sato Salad, Umbulharjo;Sato Salad
{'average': 4.6, 'total': 0};Monalisa Burger Sisingamangaraja, seberang BDS syariah;Monalisa Burger Sisingamangaraja
{'average': 4.8, 'total': 0};Ayam Mertua Jogja, Tegalrejo;Cheesy Pie
{'average': 4.6, 'total': 0};Warung Biru, Pandeyan Uh5/824 Yogyakarta;Warung Biru, Pandeyan Uh5/824 Yogyakarta, Yoga Adhi Kristanto
{'average': 4.7, 'total': 0};HokBen Kitchen, Brontokusuman Parangtritis;HokBen
{'average': 4.7, 'total': 0};Ayam Bakar Dan Geprek Kedai Mamak, Prawirotaman;Kedai Mamak, Brontokusuman
{'average': 4.8, 'total': 0};RM Padang Lima Sekawan, Pandeyan;RM Padang Lima Sekawan, Pandeyan
{'average': 4.6, 'total': 0};Ayam Goreng Laos Mbak Lies;Ayam Goreng Laos Mbak Lies, Adi Diliantono
{'average': 4.8, 'total': 0};Ayam Bakar Saus Madu dan Sate Ayam Bumbu Kecap Bu Ninik, Gotong Royong;Ayam Bakar Saus Madu dan Sate Ayam Bumbu Kecap Bu Ninik
{'average': 4.7, 'total': 0};Domino's Pizza - Parangtritis Yogyakarta;Domino's Pizza
{'average': 4.8, 'total': 0};Olive Fried Chicken, Prawirotaman;Olive Fried Chicken
{'average': 4.8, 'total': 0};PREKSU (Ayam Geprek & Susu), Warungboto UAD;Preksu (Ayam Geprek dan Susu)
{'average': 4.6, 'total': 0};Pizza Hut Delivery - PHD, Parangtritis Yogyakarta;Pizza Hut Delivery - PHD
{'average': 4.8, 'total': 0};Ayam Geprek 57, Sidokabul;Ayam Geprek 57, RETNO HARTATI
{'average': 4.7, 'total': 0};Tobiko Mentai & Rice Bowl, Karangkajen;Tobiko Mentai, Irmarilia Kusumawati, SE
{'average': 4.7, 'total': 0};Warung Lotek, Soto, Pecel (Jawa Timur) Bu Mus, Mantrijeron;Warung Lotek, Soto, Pecel (Jawa Timur) Bu Mus
{'average': 4.7, 'total': 0};Bakso Dan Seblak Asgar;Bakso Dan Seblak Asgar, ERNAWATI WULANSARI
{'average': 4.7, 'total': 0};Penyetan Mas Kobis, XT Square;Penyetan Mas Kobis - Dimas Daru
{'average': 4.7, 'total': 0};Jatinangor House, Warung Boto;Jatinangor House
{'average': 4.7, 'total': 0};Ayam Geprek 3 Rasa 1;Ayam Geprek 3 Rasa 1, Diestha Berlian Sukma
{'average': 4.6, 'total': 0};Ayam Geprek, Mbak Ayu Dewe, Karangkajen;Ayam Geprek Juwara, Isti wahyuningsih
{'average': 4.8, 'total': 0};Ikan Bakar Katombo Online (Spesialis Ikan Bakar Khas Sulawesi), Rogoyudan;Ikan Bakar Katombo (Spesialis Ikan Bakar khas Sulawesi)
{'average': 4.8, 'total': 0};Sarangeui Oppa Express, Kasihan;Sarangeui Oppa
{'average': 4.7, 'total': 0};Jatinangor House Yogja, Demangan;Jatinangor House
{'average': 4.7, 'total': 0};Mixue, Paris;Mixue Maranatha Surya Sumantri
{'average': 4.8, 'total': 0};One Stop Parking, Patangpuluhan;One Stop Parking
{'average': 4.7, 'total': 0};Rocket Chicken, Suryaden;Rocket Chicken General
{'average': 4.3, 'total': 0};Kebab Bosman, Menteri Supeno;Kebab Bosman
{'average': 4.7, 'total': 0};Esteh Indonesia, Jogja Panjaitan;Es Teh Indonesia General
{'average': 4.6, 'total': 0};Seblak Mang Cepot & Baso Aci Hoax, Umbulharjo;Seblak Mang Cepot & Baso Aci HOAK, Yudi
{'average': 4.7, 'total': 0};Ayam Panggang 3 Berku, Kusumanegara;Ayam Panggang 3 Berku
{'average': 4.9, 'total': 0};DF HEALTHY KITCHEN (DF FIT CLUB), Yk;DF HEALTHY KITCHEN, T.Jimmy Filianto
{'average': 4.7, 'total': 0};Blengerr, Parangtritis;Blengerr
{'average': 4.5, 'total': 0};Overtea, Karangkajen;Minum The Drink Shop
{'average': 4.6, 'total': 0};Pempek Ny. Kamto, Gedongkiwo;Pempek Ny. Kamto
{'average': 4.8, 'total': 0};Burger Bangor Express, Godean Yogya;Burger Bangor General
{'average': 4.7, 'total': 0};Ayam Geprek Jozz, Matrijeron;Ayam Geprek Jozz, Suryodiningratan
{'average': 4.7, 'total': 0};Brownies Cinta Jogja, Jogokariyan;Brownies Cinta
{'average': 4.4, 'total': 0};Bubur Ayam Jakarta Jasmine, Kuliner Sardjito;Bubur Ayam Jakarta, Rahmad Soleh
{'average': 4.8, 'total': 0};Kopi Kenangan, Super Indo Parangtritis Yogyakarta;Kopi Kenangan
{'average': 4.6, 'total': 0};Roti & Kue Amanah, Parangtriris;Roti&Bolu, AMINUDIN
{'average': 4.7, 'total': 0};Boss Cumi (Nasi Sambel Cumi Pedas), Jalan Sidokabul;Boss Cumi (Nasi Sambel Cumi Pedas)
{'average': 4.8, 'total': 0};Kong Kong Food;Ayam Goreng Nona Novi Cengkareng
{'average': 4.6, 'total': 0};Holland Bakery, Yogyakarta;Holland Bakery
{'average': 4.7, 'total': 0};Ayam Gepuk Pak Gembus, Mrican;Ayam Gepuk Pak Gembus 1
{'average': 4.7, 'total': 0};Nasi Goreng Kambing Haryati, Jambon;Nasi Goreng Kambing Haryati
{'average': 4.8, 'total': 0};Pecel Dan Sop Empal Bu Budi, Banjarsari;Pecel Dan Sop Empal Bu Budi
{'average': 4.6, 'total': 0};Salad MOI (#1 Healthy Salad Buah), Gambiran;Salad Moi
{'average': 4.6, 'total': 0};Hola Jus (#1 Healthy Juice & Smoothies), Perintis Kemerdekaan;Hola Jus
{'average': 4.7, 'total': 0};Corndog Topokki GroBBak Korea, Perintis Kemerdekaan;Corndog Topokki GroBBak Korea, Akhmad Mukhamad Arifin
{'average': 4.7, 'total': 0};Waroeng Steak and Shake, Pramuka;Waroeng Steak and Shake
{'average': 4.7, 'total': 0};Mie Kriting Medan & Chinese Food, Magelang;Rumah Makan Mie Kriting Jakarta Khas Medan Chinese Food
{'average': 4.6, 'total': 0};Masakan Padang Minang Paibo, Tritunggal;Masakan Padang Minang Paibo
{'average': 4.5, 'total': 0};Tahu Walik Joss Bos, UPY;Tahu Walik Joss Bos
{'average': 4.8, 'total': 0};Lesehan Mbak Yun;Lesehan Mbak Yun, Slamet Riyanto
{'average': 4.3, 'total': 0};Nasi Goreng Dan Seafood Gadjah Mada, Gg Wisnu 17;Nasgor & Seafood Pak Surat
{'average': 4.6, 'total': 0};Mie Ayam Bakso Podomoro Asli Wonogiri, Wirosaban;Mie Ayam Bakso Podomoro Asli Wonogiri
{'average': 4.8, 'total': 0};Ayam Rempah Dan Geprek Dapur Mera, Mantrijeron;Dapur Mera, Suciati
{'average': 4.5, 'total': 0};Martabak Mondo, Mantrijeron;Martabak Mondo, Tamantirto, Fahmi Nasrulloh
{'average': 4.7, 'total': 0};Padang Lestari, Mantrijeron;Rumah Makan Padang Lestari, Mantrijeron, Ariffin
{'average': 4.7, 'total': 0};RM Duta Andalas Masakan Padang, Kusumanegara bonbin;RM Duta Andalas Masakan Padang
{'average': 4.7, 'total': 0};Nasi Langgi Pak Man, Mlati;Nasi Langgi Pak Man
{'average': 4.8, 'total': 0};Sop Merah, Sorogenen;Sop Merah
{'average': 0, 'total': 0};Tiny Crunchy, Gamping, Perumahan Tirtasani;Tiny Crunchy by Tiny Bites, Gamping, Perumahan Tirtasani, Yolanda Zahra Hanan
{'average': 4.6, 'total': 0};Seblak Teh Isum, Sewon;Seblak Teh Isum
{'average': 4.7, 'total': 0};Bubur Ayam Bang Gorby, Sorowajan Baru;Bubur Ayam Bang Gorby
{'average': 4.8, 'total': 0};"Gudeg Wijilan ""Bu Dim"", Umbulharjo";Gudeg Bu Dim
{'average': 4.7, 'total': 0};Burger Bangor Express, Janti;Burger Bangor General
{'average': 4.8, 'total': 0};Nasi Goreng Bang Bejo Umbulharjo, Jalan Pramuka No 48.Sidikan;Nasi Goreng Bang Bejo Umbul Hajo, Utami
{'average': 4.7, 'total': 0};Tahu Walik Om Ta Pusat, Perum Polri A1;Tahu Walik Om Ta 2 Outlet
{'average': 4.7, 'total': 0};Refresh Juice Gembiraloka, Jln Rejowinangun No 75;Refresh Juice, Kotagede
{'average': 4.6, 'total': 0};Ayam Bakar Dan Kremes Bu Rose, Gambiran;Ayam Bakar Dan Goreng Kremes Bu Rose
{'average': 4.7, 'total': 0};Warung Bu Komang, Pura;New Warung Makan Bu Komang, Banguntapan
{'average': 4.4, 'total': 0};Ayam Goreng Rempah Banget - Hi Toyib, Banguntapan;Ayam Goreng Hj Toyib
{'average': 4.8, 'total': 0};DAPUR CACA;DAPUR CACA, Annisa Wulansari
{'average': 4.7, 'total': 0};Anytime Boba, kotagede;Warung Makan Bu Tini Penyetan, Karangmojo
{'average': 4.7, 'total': 0};Find Me, Sorogenen;Find Me
{'average': 4.6, 'total': 0};Daegu Boba Sorogenen, Umbulharjo, Sorogenen;Mampirsini.Sorogenen, Mierza Farizi, S.KG
{'average': 4.6, 'total': 0};Lotek dan Gado-Gado Bu Endang, Sidikan;Lotek dan Gado-Gado Bu Endang
{'average': 4.7, 'total': 0};Kedai Mie Nyinyir, Sorogenen;Kedai Mie Nyinyir
{'average': 4.8, 'total': 0};Nasi Uduk Bu Sisca, Umbulharjo;Salad Vamo
{'average': 4.7, 'total': 0};Sate Kambing & Ayam Pak Jogo, Plumbon;Sate Kambing & Ayam Pak Jogo
{'average': 4.7, 'total': 0};"Nasi Bakar Lagi Dan Mendoan Jumbo ""Mbakayune"", Umbulharjo";Soto Sokaraja Dan Mendoan Jumbo Mbakyune
{'average': 4.7, 'total': 0};Waroeng Spesial Sambal SS, Gedong Kuning;Waroeng Spesial Sambal (SS)
{'average': 4.5, 'total': 0};Mie Kewer Pedas Berlevel, Gambiran;Mie Kewer Pedas Berlevel Gambiran
{'average': 4.5, 'total': 0};Amanda Brownies, Adi Sucipto;Amanda Brownies General
{'average': 4.6, 'total': 0};Rocket Chicken, Paris 2;Rocket Chicken, Paris 2
{'average': 4.8, 'total': 0};"Ayam Goreng Rempah ""Warbon"", Kotagede";Ayam Goreng Rempah Warbon
{'average': 4.7, 'total': 0};Warmindo Putra Petir, Ki Ageng Pemanahan;Warmindo Mekar Mulya, Pirmansyah
{'average': 4.7, 'total': 0};Babi Guling Bima Kroda, Jl. Sorowajan;Babi Guling Bima Kroda
{'average': 4.9, 'total': 0};Fruktosa Juicebar;Fruktosa Juicebar
{'average': 4.7, 'total': 0};Seafood 99, Sorogenen;Seafood 99 - Supriyono
{'average': 4.7, 'total': 0};Padang Duta Andalas, Gedong Kuning;Padang Duta Andalas
{'average': 4.7, 'total': 0};Ayam Bakar Pak Mamad, Pringgondani;Ayam Pak Mamad
{'average': 4.3, 'total': 0};Brownies Cinta, Gedongkuning;Brownies Cinta
{'average': 4.7, 'total': 0};Olive Fried Chicken Take Away, Dongkelan;Olive Fried Chicken
{'average': 4.8, 'total': 0};Nyet Nyet, Ki Ageng Pemanahan;NYET NYET, Siti Yuliana
{'average': 4.4, 'total': 0};Gudeg Dan Bubur Bu Lis, Jalan Sorowajan;Gudeg Dan Bubur Bu Lis, Jalan Sorowajan, Muhammad Faisal Hanif
{'average': 4.8, 'total': 0};Ayam Goreng Ny. Suharti, Gedongkuning;Ayam Goreng Ny. Suharti
{'average': 4.7, 'total': 0};Warung Idola Bu Har, Depok;Warung Idola Bu Har
{'average': 4.8, 'total': 0};Durjana Rice And Noodlebox, Caturtunggal;Rice Bowl OloBah!, Gedongan, Polin Parhusip
{'average': 4.4, 'total': 0};SATE KAMBING MUDA JEC (Jogja Embek Culinary), utara Jogja Expo Center;Jogja embek culinary, Hartanto Saputro
{'average': 4.6, 'total': 0};Lotek & Gado - Gado Bu Nur, Sorowajan;Lotek & Gado-Gado Bu Nur
{'average': 4.6, 'total': 0};BPK Tambarlihe, Sorowajan;BPK Tambarlihe
{'average': 4.7, 'total': 0};RM Padang Giwangan, Pramuka;RM Padang Giwangan
{'average': 4.7, 'total': 0};Sop Ayam Klaten, Gedongkuning;Sop Ayam Klaten - Ario Sekti Kusbandoro
{'average': 4.7, 'total': 0};Seafood 99, Wonocatur;Rumah Makan & Seafood 99 Migrate
{'average': 4.7, 'total': 0};Waroeng Steak and Shake, Jalan Bantul;Waroeng Steak and Shake
{'average': 4.8, 'total': 0};Sego Pelajar, Monjali;Sego Pelajar
{'average': 4.8, 'total': 0};Nasi Uduk Bakmi Jawa Warung Bangben, Banguntapan/Bantul;Warung Bangben, BENNY Kurniawan
{'average': 4.7, 'total': 0};Olive Fried Chicken, Akakom;Olive Fried Chicken
{'average': 4.8, 'total': 0};Warung Toetoeng, Pogung Baru;Warung Toetoeng
{'average': 4.7, 'total': 0};Warmindo Mirasa Legi, Janti;Warmindo Burjo Mirasa Legi, Janti
{'average': 4.8, 'total': 0};Bakmi Lima Basodara, Kabupaten;Bakmi Lima Basodara
{'average': 4.6, 'total': 0};Warung Makan Nais Kucing, Gedongkuning;Nais Kucing , Keisha Mayritza Aditya
{'average': 4.7, 'total': 0};Warmindo Dan Bubur Ayam Berkah Ibu;Warmindo Dan Bubur Ayam Berkah Ibu, Joni
{'average': 4.7, 'total': 0};"Nasi Uduk & Nasi kuning""Gejayan 78"", Affandi";Nasi Uduk & Es Kepal Milo Gejayan 78
{'average': 4.7, 'total': 0};Esteh Indonesia, Giwangan;Es Teh Indonesia General
{'average': 4.7, 'total': 0};Ayam Geprek Bu Rini 2, Jl. Singoranu;Ayam Geprek Bu Rini, Banguntapan
{'average': 4.6, 'total': 0};Karhee-a Japanese Curry & Comfort, Seturan;Karhee-a, Zulva Fuadah Achsrianti
{'average': 4.7, 'total': 0};Warteg Kharisma Bahari Premier, Kragilan Tamanan;Warteg Kharisma Bahari Premier, Kragilan Tamanan, Mohammad Rosali
{'average': 4.6, 'total': 0};ESQUE IMOGIRI;ESQUE
{'average': 4.7, 'total': 0};Burger Bangor Express, Bantul;Burger Bangor General
{'average': 4.6, 'total': 0};Padang Murah GEDUNG KUNING, Jl Gedung Kuning No 6 Yogya;Padang Murah GEDUNG KUNING, Jl Gedung Kuning No 6 Yogya, Muh Amiruddin
{'average': 4.7, 'total': 0};Soto Sapi Pak Tono, Ambarbinangun;Soto Sapi Pak Tono, Jmbtan Ambarbinangun
{'average': 4.4, 'total': 0};Sate Kambing Muda Pak Wawidas, Wonocatur;Sate Kambing Muda Pak Wawidas Wonocatur
{'average': 4.6, 'total': 0};Ayam Tulang Lunak Prestobox, Condongcatur;Ayam Tulang Lunak Prestobox, Condongcatur, Farkhan Adiyanto
{'average': 4.7, 'total': 0};Esque, Janti;ESQUE
{'average': 4.7, 'total': 0};Mie Ayam Palembang Afui, Ki Ageng Pemanahan;Mie Ayam Palembang Afui
{'average': 4.5, 'total': 0};Seblak Nagih, Gedongkuning;Seblak Nagih, Gedongkuning
{'average': 4.6, 'total': 0};Warung Pecel Lele RIKA 3, Giwangan;Warung Pecel Lele Rika
{'average': 4.7, 'total': 0};Pondok Bakaran Ikan Bakar (Gurame & Hotplate) Giwangan, Imogiri Timur;Pondok Bakaran
{'average': 4.8, 'total': 0};Olive Fried Chicken, Kota Gede;Olive Fried Chicken
{'average': 4.6, 'total': 0};Warung TOMBO NGELIH, Banguntapan;Warung TOMBO NGELIH, Banguntapan, Heri Krisnanto
{'average': 4.8, 'total': 0};Ayam Geprek 77 Mas Agus, Sewon;Ayam Geprek 77 Mas Agus
{'average': 4.7, 'total': 0};Rocket Chicken, Madukismo;Rocket Chicken General
{'average': 4.7, 'total': 0};Morgans Kebab, Banguntapan;Morgans Kebab, Banguntapan
{'average': 4.6, 'total': 0};Bakso Barokah Kotagede 354, Kemasan;Bakso Barokah Kotagede 354 Kemasan
{'average': 4.8, 'total': 0};Api Bakar, Niten;Api Bakar, IRVAN LISTIANTO
{'average': 4.8, 'total': 0};Lotek Gado-Gado, Selokan Mataram;Lotek Gado Gado Selokan Mataram
{'average': 4.7, 'total': 0};Salad Nyoo (Pelopor #1 Salad Buah Indonesia), Baturetno;Salad Nyoo
{'average': 4.8, 'total': 0};Sek goo Rice Bowl, Banguntapan;Sekgoo Rice Bowl, Nur Taufik
{'average': 4.6, 'total': 0};Seblak & Mie Nyemek 26, Prenggan;Siomay Asli Bandung 26 Prenggan
{'average': 4.6, 'total': 0};Ayam Bakar Taliwang Bundo .gedongan, Kotagede Jogyakarta;Dapur Mamul, Emul Yanti
{'average': 4.7, 'total': 0};Nasi Bakar Dan Rice Bowl Pasti Enak Kitchen, Banguntapan;Nasi Bakar Pasti Enak, Banguntapan, ANISHA DWININGTYAS ANDIAZMARA HAJAR
{'average': 4.8, 'total': 0};Bakaran Mbak Ririn Jl. Garuda, Gg.Dworowati 165 Pringgolayan;Bakaran Mbak Ririn Jl. Garuda , Gg Dworowati 197 Pringgolayan, Ririn Indiyani
{'average': 4.7, 'total': 0};Penyetan Mas Kobis, Blok O;Penyetan Mas Kobis
{'average': 4.7, 'total': 0};Nin Salad Roll;Nin Salad Roll, Alya Suryonurazizah
{'average': 4.7, 'total': 0};Geprek Dahsyat Bu Rahma, Padokan;Geprek Dahsyat Bu Rahma
{'average': 4.7, 'total': 0};Burger King, Jogja City Mall;Burger King
{'average': 4.8, 'total': 0};Ayam Geprek Kang Sidoel, Banguntapan;Ayam Geprek Kang Sidoel
{'average': 4.8, 'total': 0};Chatime x Cupbop, Jogja City Mall;Chatime
{'average': 4.8, 'total': 0};Ayam Kremes HN, Patran;Ayam Kremes HN
{'average': 4.7, 'total': 0};Dadar Beredar, Yogjakarta;Dadar Beredar
{'average': 4.6, 'total': 0};Salad Nyoo (Pelopor #1 Salad Buah Indonesia), UMY;Salad Nyoo
{'average': 4.8, 'total': 0};Ayam Geprek Unisa, Pundung;Ayam Penyet Unisa, Sari Mustika
{'average': 4.6, 'total': 0};Mixue Jogja Seturan;Mixue Jogja Seturan, Vicky Santi Devy Tentua
{'average': 4.6, 'total': 0};Nasi Lemak 295, Seturan;Lok-Lok 295 Malaysian Street Food
{'average': 4.7, 'total': 0};Watulumpang Resto, Ring Road Timur;Watulumpang Resto
{'average': 4.7, 'total': 0};Warung Sambel Mamak, Gatak;Warung Sambel Mamak
{'average': 4.6, 'total': 0};Ayam Goreng Suharti, Laksda Adisucipto;Ayam Goreng Suharti Yogyakarta
{'average': 4.8, 'total': 0};Burger Bangor Express, UMY;Burger Bangor General
{'average': 4.6, 'total': 0};Rumah Makan & Seafood 99, Pasar Bantengan;Rumah Makan & Seafood 99 Migrate
{'average': 4.7, 'total': 0};Rumah Makan Padang Murah, Kasihan;Rumah Makan Padang Murah, Kasihan
{'average': 4.7, 'total': 0};Olive Fried Chicken, Ngoto;Olive Fried Chicken
{'average': 4.8, 'total': 0};Chickenpedia, Kasihan;Chickenpedia
{'average': 4.7, 'total': 0};Duta Minang, Babarsari;Duta Minang YK
{'average': 4.7, 'total': 0};Iga Bajog dan Soto Pak Marto, Gejayan;Soto Pak Marto
{'average': 4.6, 'total': 0};Seafood 99, Tamantirto;Seafood 99 Tamantirto
{'average': 4.7, 'total': 0};Kedai Bang Q-Noy, Tamantirto;Kedai Bang Q-Noy
{'average': 4.8, 'total': 0};PREKSU (Ayam Geprek & Susu), Kasihan;Preksu (Ayam Geprek dan Susu)
{'average': 4.7, 'total': 0};Morgans Kebab Gatak, Jl. Gatak Kasihan No.4 Brajan;MORGANS KEBAB, SETURAN, MUH. DAROJATUN KUNCORO SAKTI
{'average': 4.6, 'total': 0};Soto Sedap Boyolali, Babarsari;Soto Sedap Boyolali
{'average': 4.6, 'total': 0};Sushi Yay, Selokan Yogya;Sushi Yay!
{'average': 4.7, 'total': 0};Ayam Geprek Hara Chicken, Brajan;Hara Chicken - Muhammad Arofik
{'average': 4.7, 'total': 0};Siomay & Batagor Mbak Rani Bandung;Siomay & Batagor Mbak Rani Bandung, RANI SUTARNI
{'average': 4.7, 'total': 0};Hungry Bites, Pemancar Timur;Hungry Bites
{'average': 4.7, 'total': 0};Soto Ayam Kaki Jangi, Banguntapan;Soto Ayam Kaki Jangi
{'average': 4.7, 'total': 0};Seblak Teh Isum, Banguntapan;Seblak Teh Isum, Klaten, Isum Sumiati
{'average': 4.8, 'total': 0};Ceplok Telor, Babarsari;Ceplok Telor Magelang Tengah
{'average': 4.7, 'total': 0};Mixue Blok O, Banguntapan, Banguntapan;Mixue Blok O, Banguntapan, Banguntapan, Roby Sayogo
{'average': 4.7, 'total': 0};Rocket Chicken, Maguwo;Rocket Chicken General
{'average': 4.7, 'total': 0};Warung Nasi Kuning Bu Nur, Condongcatur Depok Sleman;Warung Nasi Kuning Dan Lontong Opor Bu Nur, Wijayadi Nurcahyo
{'average': 4.9, 'total': 0};NAGOMI RESTO;NAGOMI RESTO, Sadiman
{'average': 4.7, 'total': 0};Mata Kopian, Imogiri Barat;Mata Kopian
